Source,Target
King Vampire,Romana II
King Vampire,Three Who Rule
Kitling,Ace
Kitling,Cheetah Person
Kitling,Midge (Survival)
Kitling,Seventh Doctor
Kitling,The Master
Kiy Uvanov,Ander Poul
Kiy Uvanov,Fourth Doctor
Kiy Uvanov,Kaldor android
Kiy Uvanov,Leela
Kiy Uvanov,Lish Toos
Kiy Uvanov,Taren Capel
Klineman Halpen,Donna Noble
Klineman Halpen,Ood Sigma
Klineman Halpen,Tenth Doctor
Kovarian,Amy Pond
Kovarian,Dorium Maldovar
Kovarian,Eleventh Doctor
Kovarian,Paternoster Gang
Kovarian,River Song
Kovarian,Rory Williams
Kraal (species),Fourth Doctor
Kraal (species),Harry Sullivan
Kraal (species),John Benton
Kraal (species),Sarah Jane Smith
Krafayis (Vincent and the Doctor),Amy Pond
Krafayis (Vincent and the Doctor),Eleventh Doctor
Krafayis (Vincent and the Doctor),Vincent van Gogh
Krasko,Graham O'Brien
Krasko,Rosa Parks
Krasko,Ryan Sinclair
Krasko,Thirteenth Doctor
Krasko,Yasmin Khan
Kroagnon,Chief Caretaker
Kroagnon,Melanie Bush
Kroagnon,Seventh Doctor
Kroll,Fourth Doctor
Kroll,Ranquin
Kroll,Romana I
Kroll,Thawn
Kronos,Jo Grant
Kronos,John Benton
Kronos,Mike Yates
Kronos,Minotaur
Kronos,Stuart Hyde
Kronos,The Brigadier
Kronos,The Master
Kronos,Third Doctor
Kroton (species),Eelek
Kroton (species),Jamie McCrimmon
Kroton (species),Second Doctor
Kroton (species),Zoe Heriot
Krynoid,Fourth Doctor
Krynoid,Harrison Chase
Krynoid,Sarah Jane Smith
Lassar,K9 Mark III
Lassar,K9 Mark IV
Lassar,Mickey Smith
Lassar,Rose Tyler
Lassar,Sarah Jane Smith
Lassar,Tenth Doctor
Leandro,Ashildr
Leandro,Clara Oswald
Leandro,Twelfth Doctor
Leela,Ace
Leela,Ander Poul
Leela,Commander
Leela,Fendahl
Leela,Fifth Doctor
Leela,Fourth Doctor
Leela,George Litefoot
Leela,Hade
Leela,Henry Gordon Jago
Leela,K9 (Storm in a Tikka) (page does not exist)
Leela,K9 Mark I
Leela,Kaldor android
Leela,Kiy Uvanov
Leela,Li H'sen Chang
Leela,Lish Toos
Leela,Liz Shaw
Leela,Magnus Greel
Leela,Maximillian Stael
Leela,Melanie Bush
Leela,Mike Yates
Leela,Mr Sin
Leela,Nyssa
Leela,Oracle (Underworld)
Leela,Peri Brown
Leela,Romana II
Leela,Rutan Host
Leela,Sarah Jane Smith
Leela,Seer
Leela,Seventh Doctor
Leela,Sixth Doctor
Leela,Stor
Leela,Susan Foreman
Leela,Taren Capel
Leela,The Brigadier
Leela,The Collector
Leela,The Nucleus
Leela,The Rani
Leela,The Swarm (The Invisible Enemy)
Leela,Third Doctor
Leela,Vardan
Leela,Victoria Waterfield
Leela,Xoanon
Leo Jones,Clive Jones
Leo Jones,Florence Finnegan
Leo Jones,Francine Jones
Leo Jones,Jack Harkness
Leo Jones,Martha Jones
Leo Jones,Richard Lazarus
Leo Jones,Tenth Doctor
Leo Jones,The Master
Leo Jones,Tish Jones
Li H'sen Chang,Fourth Doctor
Li H'sen Chang,George Litefoot
Li H'sen Chang,Henry Gordon Jago
Li H'sen Chang,Leela
Li H'sen Chang,Magnus Greel
Li H'sen Chang,Mr Sin
Light (Ghost Light),Ace
Light (Ghost Light),Josiah Samuel Smith
Light (Ghost Light),Seventh Doctor
Lily Arwell,Amy Pond
Lily Arwell,Cyril Arwell
Lily Arwell,Eleventh Doctor
Lily Arwell,Harvest ranger
Lily Arwell,Madge Arwell
Lily Arwell,Rory Williams
Linx,Commander
Linx,Irongron
Linx,Sarah Jane Smith
Linx,The Brigadier
Linx,Third Doctor
Lish Toos,Ander Poul
Lish Toos,Fourth Doctor
Lish Toos,Kaldor android
Lish Toos,Kiy Uvanov
Lish Toos,Leela
Lish Toos,Taren Capel
Liz 10,Amy Pond
Liz 10,Eleventh Doctor
Liz 10,Hawthorne (The Beast Below)
Liz Shaw,Ace
Liz Shaw,Alastair Lethbridge-Stewart
Liz Shaw,Auton
Liz Shaw,Bruno Taltalian
Liz Shaw,Carrington (The Ambassadors of Death)
Liz Shaw,Channing
Liz Shaw,Collinson
Liz Shaw,Eric Stahlman
Liz Shaw,Fifth Doctor
Liz Shaw,Fourth Doctor
Liz Shaw,Greg Sutton
Liz Shaw,John Benton
Liz Shaw,K9 (Storm in a Tikka) (page does not exist)
Liz Shaw,Keith Gold
Liz Shaw,Leela
Liz Shaw,Melanie Bush
Liz Shaw,Mike Yates
Liz Shaw,Morka
Liz Shaw,Nestene Consciousness
Liz Shaw,Nyssa
Liz Shaw,Peri Brown
Liz Shaw,Petra Williams
Liz Shaw,Reegan
Liz Shaw,Romana II
Liz Shaw,Sarah Jane Smith
Liz Shaw,Seventh Doctor
Liz Shaw,Sixth Doctor
Liz Shaw,Susan Foreman
Liz Shaw,The Brigadier
Liz Shaw,The Rani
Liz Shaw,Third Doctor
Liz Shaw,Victoria Waterfield
Lord,Azlok
Lord,Cassie Rice
Lord,Jimmy Stalkingwolf
Lord,Tenth Doctor
Lord President,Alistair Gordon Lethbridge-Stewart
Lord President,Borusa
Lord President,Fifth Doctor
Lord President,First Doctor
Lord President,Fourth Doctor
Lord President,K9 Mark III
Lord President,Rassilon
Lord President,Romana II
Lord President,Sarah Jane Smith
Lord President,Second Doctor
Lord President,Susan Foreman
Lord President,Tegan Jovanka
Lord President,The Master
Lord President,Third Doctor
Lord President,Vislor Turlough
Lucy Fletcher,Grant (The Return of Doctor Mysterio)
Lucy Fletcher,Nardole
Lucy Fletcher,Shoal of the Winter Harmony
Lucy Fletcher,Twelfth Doctor
Luke Smith,Alonso Frame
Luke Smith,Dalek Caan
Luke Smith,Davros
Luke Smith,Donna Noble
Luke Smith,Eleventh Doctor
Luke Smith,Francine Jones
Luke Smith,Gwen Cooper
Luke Smith,Harriet Jones
Luke Smith,Ianto Jones
Luke Smith,Jack Harkness
Luke Smith,Jackie Tyler
Luke Smith,K9 Mark IV
Luke Smith,Martha Jones
Luke Smith,Mickey Smith
Luke Smith,Mr Smith
Luke Smith,Ood Sigma
Luke Smith,Rassilon
Luke Smith,Rose Tyler
Luke Smith,Sarah Jane Smith
Luke Smith,Supreme Dalek (The Stolen Earth)
Luke Smith,Sylvia Noble
Luke Smith,Tenth Doctor
Luke Smith,Tenth Doctor (Journey's End)
Luke Smith,The Master
Luke Smith,Wilfred Mott
Lupton,Eight Legs
Lupton,Fourth Doctor
Lupton,John Benton
Lupton,K'anpo Rimpoche
Lupton,Mike Yates
Lupton,Sarah Jane Smith
Lupton,The Brigadier
Lupton,The Great One (Planet of the Spiders)
Lupton,Third Doctor
Lynda Moss,Bad Wolf (entity)
Lynda Moss,Dalek Emperor in the Last Great Time War
Lynda Moss,Dalek of human origin
Lynda Moss,Jack Harkness
Lynda Moss,Jackie Tyler
Lynda Moss,Mickey Smith
Lynda Moss,Ninth Doctor
Lynda Moss,Rose Tyler
Lynda Moss,Tenth Doctor
Léon Colbert,Barbara Wright
Léon Colbert,First Doctor
Léon Colbert,Ian Chesterton
Léon Colbert,Maximilien Robespierre
Léon Colbert,Napoléon Bonaparte
Léon Colbert,Susan Foreman
Maaga,First Doctor
Maaga,Rill
Maaga,Steven Taylor
Maaga,Vicki Pallister
Mace (The Sontaran Stratagem),Donna Noble
Mace (The Sontaran Stratagem),Martha Jones
Mace (The Sontaran Stratagem),Ross Jenkins
Mace (The Sontaran Stratagem),Staal
Mace (The Sontaran Stratagem),Sylvia Noble
Mace (The Sontaran Stratagem),Tenth Doctor
Mace (The Sontaran Stratagem),Wilfred Mott
Macra,Ben Jackson
Macra,Face of Boe
Macra,Hame
Macra,Jamie McCrimmon
Macra,Martha Jones
Macra,Polly Wright
Macra,Second Doctor
Macra,Tenth Doctor
Madge Arwell,Amy Pond
Madge Arwell,Cyril Arwell
Madge Arwell,Eleventh Doctor
Madge Arwell,Harvest ranger
Madge Arwell,Lily Arwell
Madge Arwell,Rory Williams
Madge Cranleigh,Adric
Madge Cranleigh,Ann Talbot
Madge Cranleigh,Fifth Doctor
Madge Cranleigh,Nyssa
Madge Cranleigh,Tegan Jovanka
Magnus Greel,Fourth Doctor
Magnus Greel,George Litefoot
Magnus Greel,Henry Gordon Jago
Magnus Greel,Leela
Magnus Greel,Li H'sen Chang
Magnus Greel,Mr Sin
Mags (The Greatest Show in the Galaxy),Ace
Mags (The Greatest Show in the Galaxy),Chief clown
Mags (The Greatest Show in the Galaxy),Gods of Ragnarok
Mags (The Greatest Show in the Galaxy),Seventh Doctor
Malus,Fifth Doctor
Malus,George Hutchinson
Malus,Jane Hampden
Malus,Tegan Jovanka
Malus,Vislor Turlough
Malus,Will Chandler
Mandragora Helix,Federico
Mandragora Helix,Fourth Doctor
Mandragora Helix,Hieronymous (The Masque of Mandragora)
Mandragora Helix,Sarah Jane Smith
Mandrel,Dymond
Mandrel,Fourth Doctor
Mandrel,K9 Mark II
Mandrel,Romana II
Mandrel,Tryst
Manish,Graham O'Brien
Manish,Hakim Khan
Manish,Najia Khan
Manish,Ryan Sinclair
Manish,Sonya Khan
Manish,Thirteenth Doctor
Manish,Yasmin Khan
Mara,Adric
Mara,Chela
Mara,Dukkha
Mara,Fifth Doctor
Mara,Hindle
Mara,Nyssa
Mara,Tegan Jovanka
Marco Polo,Barbara Wright
Marco Polo,First Doctor
Marco Polo,Ian Chesterton
Marco Polo,Susan Foreman
Marco Polo,Tegana
Mark Elgin,BOSS
Mark Elgin,Clifford Jones
Mark Elgin,Giant maggot
Mark Elgin,Jo Grant
Mark Elgin,John Benton
Mark Elgin,Mike Yates
Mark Elgin,Stevens
Mark Elgin,The Brigadier
Mark Elgin,Third Doctor
Marshal of Atrios,Astra of Atrios
Marshal of Atrios,Black Guardian
Marshal of Atrios,Drax
Marshal of Atrios,Fourth Doctor
Marshal of Atrios,K9 Mark II
Marshal of Atrios,Romana I
Marshal of Atrios,The Shadow
Marshal of Solos,Jaeger (The Mutants)
Marshal of Solos,Jo Grant
Marshal of Solos,Third Doctor
Marshman,Adric
Marshman,Fourth Doctor
Marshman,K9 Mark II
Marshman,Romana II
Martha Jones,Alonso Frame
Martha Jones,Baltazar
Martha Jones,Carrionite
Martha Jones,Clive Jones
Martha Jones,Cobb (The Doctor's Daughter)
Martha Jones,Cult of Skaro
Martha Jones,Dalek Caan
Martha Jones,Dalek Sec
Martha Jones,Davros
Martha Jones,Donna Noble
Martha Jones,Eleventh Doctor
Martha Jones,Elizabeth I
Martha Jones,Face of Boe
Martha Jones,Florence Finnegan
Martha Jones,Francine Jones
Martha Jones,Futurekind
Martha Jones,Gwen Cooper
Martha Jones,Hame
Martha Jones,Harriet Jones
Martha Jones,Ianto Jones
Martha Jones,Jack Harkness
Martha Jones,Jackie Tyler
Martha Jones,Jenny (The Doctor's Daughter)
Martha Jones,K9 Mark IV
Martha Jones,Leo Jones
Martha Jones,Luke Smith
Martha Jones,Mace (The Sontaran Stratagem)
Martha Jones,Macra
Martha Jones,Mickey Smith
Martha Jones,Mr Smith
Martha Jones,Ood Sigma
Martha Jones,Rassilon
Martha Jones,Richard Lazarus
Martha Jones,Rose Tyler
Martha Jones,Ross Jenkins
Martha Jones,Sarah Jane Smith
Martha Jones,Staal
Martha Jones,Supreme Dalek (The Stolen Earth)
Martha Jones,Sylvia Noble
Martha Jones,Tenth Doctor
Martha Jones,Tenth Doctor (Journey's End)
Martha Jones,The Master
Martha Jones,Tish Jones
Martha Jones,Torajii
Martha Jones,Weeping Angel
Martha Jones,Wilfred Mott
Martha Jones,William Shakespeare
Mary Shelley,Ashad
Mary Shelley,George Gordon Byron
Mary Shelley,Graham O'Brien
Mary Shelley,John Polidori
Mary Shelley,Percy Shelley
Mary Shelley,Ryan Sinclair
Mary Shelley,Thirteenth Doctor
Mary Shelley,Yasmin Khan
Master Brain,Jamie McCrimmon
Master Brain,Karkus
Master Brain,Master of the Land
Master Brain,Rapunzel
Master Brain,Second Doctor
Master Brain,Zoe Heriot
Master of the Land,Jamie McCrimmon
Master of the Land,Karkus
Master of the Land,Master Brain
Master of the Land,Rapunzel
Master of the Land,Second Doctor
Master of the Land,Zoe Heriot
Matron,Casp
Matron,Cassandra O'Brien.Δ17
Matron,Face of Boe
Matron,Jackie Tyler
Matron,Mickey Smith
Matron,Rose Tyler
Matron,Tenth Doctor
Maurice Caven,Jamie McCrimmon
Maurice Caven,Second Doctor
Maurice Caven,Zoe Heriot
Mavic Chen,Black Dalek Leader
Mavic Chen,Bret Vyon
Mavic Chen,First Doctor
Mavic Chen,Katarina
Mavic Chen,Sara Kingdom
Mavic Chen,Steven Taylor
Mavic Chen,The Monk
Mawdryn,Alistair Gordon Lethbridge-Stewart
Mawdryn,Black Guardian
Mawdryn,Fifth Doctor
Mawdryn,Nyssa
Mawdryn,Tegan Jovanka
Mawdryn,Vislor Turlough
Max Capricorn,Alonso Frame
Max Capricorn,Astrid Peth
Max Capricorn,Copper (Voyage of the Damned)
Max Capricorn,Heavenly Host
Max Capricorn,Tenth Doctor
Max Capricorn,Wilfred Mott
Maximilien Robespierre,Barbara Wright
Maximilien Robespierre,First Doctor
Maximilien Robespierre,Ian Chesterton
Maximilien Robespierre,Léon Colbert
Maximilien Robespierre,Napoléon Bonaparte
Maximilien Robespierre,Susan Foreman
Maximillian Stael,Fendahl
Maximillian Stael,Fourth Doctor
Maximillian Stael,K9 Mark I
Maximillian Stael,Leela
McMillen,Ood
McMillen,The Beast (The Impossible Planet)
Mechonoid,Barbara Wright
Mechonoid,Black Dalek Leader
Mechonoid,First Doctor
Mechonoid,Ian Chesterton
Mechonoid,Steven Taylor
Mechonoid,Vicki Pallister
Meglos,Fourth Doctor
Meglos,Gaztak
Meglos,Grugger
Meglos,K9 Mark II
Meglos,Romana II
Mehendri Solon,Fourth Doctor
Mehendri Solon,Morbius
Mehendri Solon,Sarah Jane Smith
Melanie Bush,Ace
Melanie Bush,Bannermen
Melanie Bush,Chief Caretaker
Melanie Bush,Fifth Doctor
Melanie Bush,Fourth Doctor
Melanie Bush,Gavrok
Melanie Bush,K9 (Storm in a Tikka) (page does not exist)
Melanie Bush,Kane (Dragonfire)
Melanie Bush,Keillor
Melanie Bush,Kroagnon
Melanie Bush,Leela
Melanie Bush,Liz Shaw
Melanie Bush,Mike Yates
Melanie Bush,Nyssa
Melanie Bush,Peri Brown
Melanie Bush,Romana II
Melanie Bush,Sabalom Glitz
Melanie Bush,Sarah Jane Smith
Melanie Bush,Seventh Doctor
Melanie Bush,Sixth Doctor
Melanie Bush,Susan Foreman
Melanie Bush,The Brigadier
Melanie Bush,The Rani
Melanie Bush,Third Doctor
Melanie Bush,Victoria Waterfield
Mercy Hartigan,Jackson Lake
Mercy Hartigan,Rosita Farisi
Mercy Hartigan,Tenth Doctor
Mestor,Azmael
Mestor,Peri Brown
Mestor,Sixth Doctor
Metaltron,Adam Mitchell
Metaltron,Ninth Doctor
Metaltron,Rose Tyler
Mickey Smith,Alonso Frame
Mickey Smith,Bad Wolf (entity)
Mickey Smith,Blon Fel-Fotch Passameer-Day Slitheen
Mickey Smith,Casp
Mickey Smith,Cassandra O'Brien.Δ17
Mickey Smith,Clive Finch
Mickey Smith,Clockwork Droid
Mickey Smith,Control node (The Girl in the Fireplace)
Mickey Smith,Cyber-Leader One
Mickey Smith,Cybermen
Mickey Smith,Dalek Caan
Mickey Smith,Dalek Emperor in the Last Great Time War
Mickey Smith,Dalek Sec
Mickey Smith,Davros
Mickey Smith,Donna Noble
Mickey Smith,Eleventh Doctor
Mickey Smith,Face of Boe
Mickey Smith,Francine Jones
Mickey Smith,Gwen Cooper
Mickey Smith,Harriet Jones
Mickey Smith,Ianto Jones
Mickey Smith,Jack Harkness
Mickey Smith,Jackie Tyler
Mickey Smith,Jackie Tyler (Pete's World)
Mickey Smith,Jake Simmonds
Mickey Smith,Jeanne-Antoinette Poisson
Mickey Smith,Jocrassa Fel-Fotch Passameer-Day Slitheen
Mickey Smith,John Lumic
Mickey Smith,K9 Mark III
Mickey Smith,K9 Mark IV
Mickey Smith,Lassar
Mickey Smith,Luke Smith
Mickey Smith,Lynda Moss
Mickey Smith,Martha Jones
Mickey Smith,Matron
Mickey Smith,Mr Smith
Mickey Smith,Nestene Consciousness
Mickey Smith,Ninth Doctor
Mickey Smith,Ood Sigma
Mickey Smith,Pete Tyler (Pete's World)
Mickey Smith,Rassilon
Mickey Smith,Ricky Smith
Mickey Smith,Rose Tyler
Mickey Smith,Sarah Jane Smith
Mickey Smith,Supreme Dalek (The Stolen Earth)
Mickey Smith,Sycorax leader
Mickey Smith,Sylvia Noble
Mickey Smith,Tenth Doctor
Mickey Smith,Tenth Doctor (Journey's End)
Mickey Smith,The Master
Mickey Smith,Toshiko Sato
Mickey Smith,Wilfred Mott
Mickey Smith,Yvonne Hartman
Midge (Survival),Ace
Midge (Survival),Cheetah Person
Midge (Survival),Kitling
Midge (Survival),Seventh Doctor
Midge (Survival),The Master
Midnight entity,Tenth Doctor
Mighty Jagrafess of the Holy Hadrojassic Maxarodenfoe,Adam Mitchell
Mighty Jagrafess of the Holy Hadrojassic Maxarodenfoe,Ninth Doctor
Mighty Jagrafess of the Holy Hadrojassic Maxarodenfoe,Rose Tyler
Mighty Jagrafess of the Holy Hadrojassic Maxarodenfoe,The Editor
Mike Yates,Ace
Mike Yates,Arthur Linwood
Mike Yates,Axos
Mike Yates,Azal
Mike Yates,BOSS
Mike Yates,Butler (Invasion of the Dinosaurs)
Mike Yates,Carol Bell
Mike Yates,Charles Grover
Mike Yates,Charles Kettering
Mike Yates,Clifford Jones
Mike Yates,Dæmon
Mike Yates,Eight Legs
Mike Yates,Fifth Doctor
Mike Yates,Finch (Invasion of the Dinosaurs)
Mike Yates,Fourth Doctor
Mike Yates,George Patrick Barnham
Mike Yates,Giant maggot
Mike Yates,Gold Dalek (Day of the Daleks)
Mike Yates,Harry Mailer
Mike Yates,Jo Grant
Mike Yates,John Benton
Mike Yates,K'anpo Rimpoche
Mike Yates,K9 (Storm in a Tikka) (page does not exist)
Mike Yates,Keller Machine
Mike Yates,Kronos
Mike Yates,Leela
Mike Yates,Liz Shaw
Mike Yates,Lupton
Mike Yates,Mark Elgin
Mike Yates,Melanie Bush
Mike Yates,Minotaur
Mike Yates,Nestene Consciousness
Mike Yates,Nyssa
Mike Yates,Olive Hawthorne
Mike Yates,Peri Brown
Mike Yates,Roland Summers
Mike Yates,Romana II
Mike Yates,Sarah Jane Smith
Mike Yates,Seventh Doctor
Mike Yates,Sixth Doctor
Mike Yates,Stevens
Mike Yates,Stuart Hyde
Mike Yates,Susan Foreman
Mike Yates,The Brigadier
Mike Yates,The Great One (Planet of the Spiders)
Mike Yates,The Master
Mike Yates,The Rani
Mike Yates,Third Doctor
Mike Yates,Time Lord messenger
Mike Yates,Tom Osgood
Mike Yates,Victoria Waterfield
Mike Yates,Whitaker (Invasion of the Dinosaurs)
Minister of Chance,Ace (Death Comes to Time)
Minister of Chance,Antimony (Death Comes to Time)
Minister of Chance,Seventh Doctor (Death Comes to Time)
Minister of Chance,Tannis (Death Comes to Time)
Minister of Chance,The Brigadier (Death Comes to Time)
Minotaur,Jo Grant
Minotaur,John Benton
Minotaur,Kronos
Minotaur,Mike Yates
Minotaur,Stuart Hyde
Minotaur,The Brigadier
Minotaur,The Master
Minotaur,Third Doctor
Minotaur (The God Complex),Amy Pond
Minotaur (The God Complex),Eleventh Doctor
Minotaur (The God Complex),Rory Williams
Miranda Cleaves,Amy Pond
Miranda Cleaves,Eleventh Doctor
Miranda Cleaves,Eleventh Doctor (Ganger)
Miranda Cleaves,Ganger
Miranda Cleaves,Rory Williams
Mire,Ashildr
Mire,Clara Oswald
Mire,Twelfth Doctor
Mister Sweet,Clara Oswald
Mister Sweet,Eleventh Doctor
Mister Sweet,Paternoster Gang
Mister Sweet,Winifred Gillyflower
Monk (species),Bill Potts
Monk (species),Bill Potts (Shadow World)
Monk (species),Nardole
Monk (species),Nardole (Shadow World)
Monk (species),The Master
Monk (species),Twelfth Doctor
Monk (species),Twelfth Doctor (Shadow World)
Monoid,Dodo Chaplet
Monoid,First Doctor
Monoid,Steven Taylor
Morax Queen,Graham O'Brien
Morax Queen,James I
Morax Queen,Ryan Sinclair
Morax Queen,Thirteenth Doctor
Morax Queen,Yasmin Khan
Morbius,Fourth Doctor
Morbius,Mehendri Solon
Morbius,Sarah Jane Smith
Morgaine,Ace
Morgaine,Ancelyn
Morgaine,Seventh Doctor
Morgaine,The Brigadier
Morgaine,The Destroyer
Morgaine,Winifred Bambera
Morgus,Adric
Morgus,Fifth Doctor
Morgus,Kamelion
Morgus,Nyssa
Morgus,Peri Brown
Morgus,Sharaz Jek
Morgus,Sixth Doctor
Morgus,Stotz
Morgus,Tegan Jovanka
Morgus,Vislor Turlough
Morka,Liz Shaw
Morka,The Brigadier
Morka,Third Doctor
Morok,Barbara Wright
Morok,First Doctor
Morok,Ian Chesterton
Morok,Vicki Pallister
Movellan,Dalek
Movellan,Davros
Movellan,Fourth Doctor
Movellan,K9 Mark II
Movellan,Romana II
Mr Clever,Angie Maitland
Mr Clever,Artie Maitland
Mr Clever,Clara Oswald
Mr Clever,Cyberman
Mr Clever,Eleventh Doctor
Mr Sin,Fourth Doctor
Mr Sin,George Litefoot
Mr Sin,Henry Gordon Jago
Mr Sin,Leela
Mr Sin,Li H'sen Chang
Mr Sin,Magnus Greel
Mr Smith,Dalek Caan
Mr Smith,Davros
Mr Smith,Donna Noble
Mr Smith,Francine Jones
Mr Smith,Gwen Cooper
Mr Smith,Harriet Jones
Mr Smith,Ianto Jones
Mr Smith,Jack Harkness
Mr Smith,Jackie Tyler
Mr Smith,K9 Mark IV
Mr Smith,Luke Smith
Mr Smith,Martha Jones
Mr Smith,Mickey Smith
Mr Smith,Rose Tyler
Mr Smith,Sarah Jane Smith
Mr Smith,Supreme Dalek (The Stolen Earth)
Mr Smith,Sylvia Noble
Mr Smith,Tenth Doctor
Mr Smith,Tenth Doctor (Journey's End)
Mr Smith,Wilfred Mott
Mummy (The Rings of Akhaten),Akhaten
Mummy (The Rings of Akhaten),Clara Oswald (The Bells of Saint John)
Mummy (The Rings of Akhaten),Eleventh Doctor
Mummy (The Rings of Akhaten),Vigil
Najia Khan,Ada Lovelace
Najia Khan,Daniel Barton
Najia Khan,Giant spider (Arachnids in the UK)
Najia Khan,Grace O'Brien
Najia Khan,Graham O'Brien
Najia Khan,Hakim Khan
Najia Khan,Jack Robertson
Najia Khan,Kasaavin
Najia Khan,Manish
Najia Khan,Noor Inayat Khan
Najia Khan,Ryan Sinclair
Najia Khan,Sonya Khan
Najia Khan,The Master
Najia Khan,Thirteenth Doctor
Najia Khan,Tibo
Najia Khan,Yasmin Khan
Napoléon Bonaparte,Barbara Wright
Napoléon Bonaparte,First Doctor
Napoléon Bonaparte,Ian Chesterton
Napoléon Bonaparte,Léon Colbert
Napoléon Bonaparte,Maximilien Robespierre
Napoléon Bonaparte,Susan Foreman
Nardole,Archibald Hamish Lethbridge-Stewart
Nardole,Bill Potts
Nardole,Bill Potts (Shadow World)
Nardole,Clara Oswald
Nardole,CyberMondan
Nardole,Cybermen
Nardole,Eater of Light
Nardole,Emojibot
Nardole,First Doctor
Nardole,Ganymede Systems
Nardole,Grant (The Return of Doctor Mysterio)
Nardole,Heather (The Pilot)
Nardole,Hydroflax
Nardole,John (Knock Knock)
Nardole,Lucy Fletcher
Nardole,Monk (species)
Nardole,Nardole (Shadow World)
Nardole,Ninth Legion
Nardole,River Song
Nardole,Rusty (Into the Dalek)
Nardole,Sentient oil
Nardole,Shoal of the Winter Harmony
Nardole,Sutcliffe (Thin Ice)
Nardole,The Master
Nardole,Thirteenth Doctor
Nardole,Twelfth Doctor
Nardole,Twelfth Doctor (Shadow World)
Nardole,Vardy
Nardole (Shadow World),Bill Potts (Shadow World)
Nardole (Shadow World),Monk (species)
Nardole (Shadow World),Nardole
Nardole (Shadow World),The Master
Nardole (Shadow World),Twelfth Doctor
Nardole (Shadow World),Twelfth Doctor (Shadow World)
Nathan (A Fix with Sontarans),Gareth Jenkins (A Fix with Sontarans)
Nathan (A Fix with Sontarans),Sixth Doctor
Nathan (A Fix with Sontarans),Tegan Jovanka
Nathan (A Fix with Sontarans),Turner (A Fix with Sontarans)
Nefertiti,Amy Pond
Nefertiti,Brian Williams (Dinosaurs on a Spaceship)
Nefertiti,Eleventh Doctor
Nefertiti,John Riddell
Nefertiti,Rory Williams
Nefertiti,Solomon (Dinosaurs on a Spaceship)
Nero,Barbara Wright
Nero,First Doctor
Nero,Ian Chesterton
Nero,Vicki Pallister
Nestene Consciousness,Auton
Nestene Consciousness,Channing
Nestene Consciousness,Clive Finch
Nestene Consciousness,Jackie Tyler
Nestene Consciousness,Jo Grant
Nestene Consciousness,John Benton
Nestene Consciousness,Liz Shaw
Nestene Consciousness,Mickey Smith
Nestene Consciousness,Mike Yates
Nestene Consciousness,Ninth Doctor
Nestene Consciousness,Rose Tyler
Nestene Consciousness,The Brigadier
Nestene Consciousness,The Master
Nestene Consciousness,Third Doctor
Nestene Consciousness,Time Lord messenger
Neville Catchlove,Alpha Centauri (The Curse of Peladon)
Neville Catchlove,Bill Potts
Neville Catchlove,Ice Warrior
Neville Catchlove,The Master
Neville Catchlove,Twelfth Doctor
Nikola Tesla,Dorothy Skerrit
Nikola Tesla,Graham O'Brien
Nikola Tesla,Queen of the Skithra
Nikola Tesla,Ryan Sinclair
Nikola Tesla,Thirteenth Doctor
Nikola Tesla,Thomas Edison
Nikola Tesla,Yasmin Khan
Nimon,Fourth Doctor
Nimon,K9 Mark II
Nimon,Romana II
Nimon,Soldeed
Ninth Doctor,Adam Mitchell
Ninth Doctor,Bad Wolf (entity)
Ninth Doctor,Blon Fel-Fotch Passameer-Day Slitheen
Ninth Doctor,Cassandra O'Brien.Δ17
Ninth Doctor,Charles Dickens
Ninth Doctor,Clive Finch
Ninth Doctor,Dalek Emperor in the Last Great Time War
Ninth Doctor,Dalek of human origin
Ninth Doctor,Empty Child
Ninth Doctor,Face of Boe
Ninth Doctor,Gelth ambassador
Ninth Doctor,Harriet Jones
Ninth Doctor,Jack Harkness
Ninth Doctor,Jackie Tyler
Ninth Doctor,Jocrassa Fel-Fotch Passameer-Day Slitheen
Ninth Doctor,Lynda Moss
Ninth Doctor,Metaltron
Ninth Doctor,Mickey Smith
Ninth Doctor,Mighty Jagrafess of the Holy Hadrojassic Maxarodenfoe
Ninth Doctor,Nestene Consciousness
Ninth Doctor,Pete Tyler
Ninth Doctor,Reaper
Ninth Doctor,Rose Tyler
Ninth Doctor,Tenth Doctor
Ninth Doctor,The Editor
Ninth Doctor,Toshiko Sato
Ninth Legion,Bill Potts
Ninth Legion,Eater of Light
Ninth Legion,Nardole
Ninth Legion,The Master
Ninth Legion,Twelfth Doctor
Noor Inayat Khan,Ada Lovelace
Noor Inayat Khan,Daniel Barton
Noor Inayat Khan,Graham O'Brien
Noor Inayat Khan,Hakim Khan
Noor Inayat Khan,Kasaavin
Noor Inayat Khan,Najia Khan
Noor Inayat Khan,Ryan Sinclair
Noor Inayat Khan,Sonya Khan
Noor Inayat Khan,The Master
Noor Inayat Khan,Thirteenth Doctor
Noor Inayat Khan,Tibo
Noor Inayat Khan,Yasmin Khan
Nyssa,Ace
Nyssa,Adric
Nyssa,Alistair Gordon Lethbridge-Stewart
Nyssa,Ann Talbot
Nyssa,Black Guardian
Nyssa,Borusa
Nyssa,Chela
Nyssa,Cyber-Leader (Earthshock)
Nyssa,Dukkha
Nyssa,Eirak
Nyssa,Fifth Doctor
Nyssa,Fourth Doctor
Nyssa,Hindle
